date,open,high,low,close,adj_close,volume
2023-01-29,148.48489919509632,149.20133907648557,146.59479798649855,147.6525898207649,147.6525898207649,4183571
2023-01-30,147.52780151606643,147.34349952144427,145.89867478283597,146.9275729793175,146.9275729793175,1632665
2023-01-31,149.17243208901354,150.69174674573478,147.74882118245435,148.70802796670083,148.70802796670083,1583409
2023-02-01,151.4390339969225,150.23716853592853,148.4601770726295,149.1734435409817,149.1734435409817,2520327
2023-02-02,148.01313409303543,149.4467971904297,147.60591517691293,148.33814788541667,148.33814788541667,1844726
2023-02-03,150.5565614348906,150.43548764101467,148.46312910637792,149.50594163357243,149.50594163357243,3060292
2023-02-04,149.4245227519752,149.34653325462793,147.26047831621923,148.64363715469128,148.64363715469128,4316288
2023-02-05,148.17109436041108,151.00667478270452,149.27477315982298,150.65940612050582,150.65940612050582,4079135
2023-02-06,149.8740326612951,150.26946828783917,148.27875666844855,149.3571242128466,149.3571242128466,4027529
2023-02-07,151.69764606464028,151.30520698646544,149.19156745592306,150.35383329822602,150.35383329822602,3522670
2023-02-08,150.05531143001522,151.93601691551123,149.98702638358984,150.66889028752033,150.66889028752033,4300479
2023-02-09,147.78866275630617,149.3528532229198,147.24845030124777,148.5010255673371,148.5010255673371,1167599
2023-02-10,148.66127884099484,150.0225167696684,147.98706287787454,148.86282425195535,148.86282425195535,1420441
2023-02-11,147.8753232432625,149.40189469072422,147.29060947752689,149.08981306082123,149.08981306082123,3562773
2023-02-12,148.87113019320424,148.72247479913796,147.31860202073725,148.70705514933888,148.70705514933888,3779632
2023-02-13,148.32448343372715,148.9820987423272,147.36955310488557,147.6577247253128,147.6577247253128,3482952
2023-02-14,148.62964822337318,149.14782110570738,147.4948652801955,148.25850864420437,148.25850864420437,2566873
2023-02-15,148.33962289111668,148.5276132370305,147.6817360595374,148.1169478226785,148.1169478226785,2647684
2023-02-16,149.1168052637112,148.41251477359046,146.27632667329294,147.90728556673554,147.90728556673554,1837711
2023-02-17,146.12381918501924,148.38151978983393,145.60831559592805,147.11062420279333,147.11062420279333,3966763
2023-02-18,146.81966427150962,148.6508124282201,146.15512426716404,146.70319961881896,146.70319961881896,4477131
2023-02-19,147.6197824898467,147.93270341996026,145.1949613240276,147.10656032081104,147.10656032081104,4212757
2023-02-20,148.43633849004502,149.46623503803403,146.697728015825,148.2098986110073,148.2098986110073,3836414
2023-02-21,149.36891121794883,148.94330056437124,147.48690194105686,148.27824281248692,148.27824281248692,2253501
2023-02-22,147.50856381730136,149.11346040901392,146.94372924893707,148.39737252634077,148.39737252634077,2434409
2023-02-23,149.618094739118,149.13729465223787,146.442153795657,148.28183638807803,148.28183638807803,3769051
2023-02-24,148.81742300103673,148.485032408378,147.0317772576892,148.37980685151098,148.37980685151098,1470988
2023-02-25,146.25858519919313,147.3191711525532,145.19467851400202,146.27404305811214,146.27404305811214,1370686
2023-02-26,147.38463688973042,147.1415934770557,145.54032251472358,146.10334241893585,146.10334241893585,4205974
2023-02-27,148.52261387736888,148.0989306347852,144.2531519442638,146.09958857251232,146.09958857251232,4120913
2023-02-28,144.93478847816158,147.17606354389557,144.77780067116421,146.18696229643876,146.18696229643876,1122912
2023-03-01,148.69463377412384,148.9526475644066,145.4059420590898,147.2587004535487,147.2587004535487,3139046
2023-03-02,146.22048087732628,147.74837629245633,146.00007626170813,147.09268820948515,147.09268820948515,4157411
2023-03-03,146.23345701542712,147.80954290278058,145.01204917039482,146.84768821218813,146.84768821218813,3796077
2023-03-04,147.0204594379135,146.48704414298018,146.4039763581146,146.43800314738817,146.43800314738817,3751147
2023-03-05,145.73133520764884,147.50743262615717,145.55912615511627,146.15915493367373,146.15915493367373,2275568
2023-03-06,144.84567498098778,147.00287088061006,143.82513162766097,145.75583795482163,145.75583795482163,4594321
2023-03-07,143.41176644621723,146.6425452115043,144.19338788700608,145.28699121866302,145.28699121866302,3542089
2023-03-08,146.58761640674422,147.21772582215598,145.85822543241625,145.96574020480676,145.96574020480676,2877849
2023-03-09,145.76965072863567,147.13413021236926,144.97721600246217,145.63626782824448,145.63626782824448,2359739
2023-03-10,147.63307740776858,149.34646389311868,146.28961473139495,147.8465391719658,147.8465391719658,3749947
2023-03-11,147.15563231415305,147.9816399041398,147.28038802813572,147.60549548746005,147.60549548746005,3745389
2023-03-12,147.2621841219592,148.16819759578854,146.71223712210374,147.04929867805097,147.04929867805097,2736704
2023-03-13,148.32810311406845,148.7816274953449,148.19638774034928,148.68947972063845,148.68947972063845,1454276
2023-03-14,147.50092212407537,148.26196273153036,146.43041307232613,148.09336508338728,148.09336508338728,2926591
2023-03-15,148.62339374790758,147.8154428343593,146.71292463576566,147.66863550485257,147.66863550485257,3648996
2023-03-16,148.67395203722637,149.04460158971224,147.6831056358789,148.55983148747285,148.55983148747285,3801570
2023-03-17,148.4258283123987,150.7679806937932,148.96574998770953,149.7025796021657,149.7025796021657,2230108
2023-03-18,149.29366505284145,150.65711510684343,148.44357854965673,149.48526490532797,149.48526490532797,2115319
2023-03-19,148.80475606891468,150.27245804361038,149.21071751969947,149.4679006097719,149.4679006097719,3365704
2023-03-20,150.5800089404192,150.0939197009091,148.97025172080907,149.67100673655764,149.67100673655764,3181176
2023-03-21,148.84563150744987,149.34613930362897,147.87953380029504,148.8722437415315,148.8722437415315,3355620
2023-03-22,149.86368717024752,150.52584546340046,147.78763269134237,149.26156297205318,149.26156297205318,1923892
2023-03-23,148.35781949928716,149.39718943883915,146.48818254641304,148.3139894655629,148.3139894655629,1228227
2023-03-24,147.91609676686716,149.61413997666398,146.6312143546221,148.39024589837243,148.39024589837243,1854629
2023-03-25,148.4350037755868,149.6326915493618,148.70168514908113,148.71017586533773,148.71017586533773,1481803
2023-03-26,151.51499220204215,149.57481675241743,149.2331439439103,149.44841570715917,149.44841570715917,4550538
2023-03-27,148.45798351305498,149.04362105511453,147.32665862656117,148.03029602611377,148.03029602611377,4882626
2023-03-28,150.75268714464278,149.24433896162208,147.22319037013335,149.21959955887485,149.21959955887485,4233329
2023-03-29,148.88917676237787,149.279449867389,146.24461282509063,147.75458656471287,147.75458656471287,4839646
2023-03-30,147.86120823538042,148.83604669384493,146.5209557849696,147.65213629618944,147.65213629618944,1343428
2023-03-31,148.39648032855132,147.6718363033962,146.7660733309129,146.9924926640645,146.9924926640645,4069215
2023-04-01,148.2059425444079,148.7920587733353,146.34617890998157,147.63605269288306,147.63605269288306,3991359
2023-04-02,148.29747212125136,149.99052353896778,148.37270709839723,148.64777403680813,148.64777403680813,2628756
2023-04-03,148.77388734364757,149.58490832815895,149.4384287992453,149.4551354298269,149.4551354298269,3612071
2023-04-04,150.19793872669084,149.25237151079494,147.25973246312105,147.93256555829956,147.93256555829956,2086832
2023-04-05,146.9672533728082,149.77918756817684,147.3826365723502,148.11201290920988,148.11201290920988,1673217
2023-04-06,146.24683989302477,147.11522967209433,146.96373282279035,147.0539988037099,147.0539988037099,4290445
2023-04-07,146.32841690231731,147.9799689417435,146.18266167328778,146.59977467557738,146.59977467557738,3484174
2023-04-08,144.5117923079768,145.33107953162136,143.30107096165816,144.75917862335638,144.75917862335638,2238142
2023-04-09,144.14201370453333,145.2163922738378,144.14156231745505,144.9446073809743,144.9446073809743,2094418
2023-04-10,144.11927620112587,146.624730265086,143.873820441022,144.7081129884885,144.7081129884885,2900464
2023-04-11,145.49693010862828,146.6445678008315,146.11993278410054,146.47598591187275,146.47598591187275,2942157
2023-04-12,141.29992266427098,146.14902211704606,144.48580509144603,144.5448112120043,144.5448112120043,4262288
2023-04-13,145.23412010889578,146.3712056075596,146.09120698379039,146.09798431565113,146.09798431565113,3554626
2023-04-14,146.67310551067496,147.16093352929875,145.64604460352984,146.60316776263159,146.60316776263159,1244555
2023-04-15,145.0069212442319,146.4310608892384,143.59643241529915,145.5279390112302,145.5279390112302,4556014
2023-04-16,146.1286211018744,146.13003043408776,144.68987950725094,145.4418508233488,145.4418508233488,2011054
2023-04-17,144.694452790644,144.1815161798373,143.1712666464649,143.87757748258042,143.87757748258042,4893633
2023-04-18,141.4424662327079,143.6009102577584,141.71233967733698,142.35926459472358,142.35926459472358,3880346
2023-04-19,141.33355894883545,142.81748435645775,140.85805115008668,142.08134243372015,142.08134243372015,1282735
2023-04-20,141.02253779459144,141.8049846000669,140.3578972070657,140.5298282232554,140.5298282232554,1467231
2023-04-21,139.98758844348296,141.59418426471734,139.92278287338698,140.99680431026962,140.99680431026962,4050130
2023-04-22,141.60051511804025,140.91224497815858,140.0167014575364,140.53246363194498,140.53246363194498,1492822
2023-04-23,139.19242140504093,140.30564414018298,140.20477135965314,140.2514255704695,140.2514255704695,3508505
2023-04-24,139.67967219112995,140.72974587213517,139.13340000443557,139.85758657297006,139.85758657297006,3045459
2023-04-25,140.19283047027827,140.5733917055646,138.84434234355032,139.65264849893865,139.65264849893865,2762991
2023-04-26,138.75987386808274,141.30964269206765,140.03332464032707,140.68954358709712,140.68954358709712,3301639
2023-04-27,141.68697797048145,142.01475520428548,139.08557140584475,140.9784965480272,140.9784965480272,3252178
2023-04-28,140.24752896121362,142.45535587472165,140.27280683122672,142.00226854657984,142.00226854657984,3398528
2023-04-29,143.57118824283518,144.49862288494214,142.8222593127049,143.62125776086427,143.62125776086427,4294964
2023-04-30,141.0235084130515,143.05346935004005,140.33890225523075,141.98868128729873,141.98868128729873,3420443
2023-05-01,141.9854372643122,143.6473684808426,141.23536853191789,141.84656940360716,141.84656940360716,2730557
2023-05-02,142.5454961760608,145.7326798228867,143.19226419893008,143.95989431024339,143.95989431024339,4551250
2023-05-03,143.7481497211098,145.26206452639903,143.06608724025946,143.60247770084152,143.60247770084152,1257784
2023-05-04,144.6034871020341,145.41528860523258,143.3480528283707,143.42871644060054,143.42871644060054,1749572
2023-05-05,145.04178475975647,147.08186601491462,145.13815653896543,145.2945098837119,145.2945098837119,1446024
2023-05-06,145.24921940193107,145.00682815883707,143.01580330623833,144.66467825348204,144.66467825348204,1188741
2023-05-07,145.1086707682567,144.3966581618296,142.38082501242513,144.2762427497578,144.2762427497578,4828858
2023-05-08,145.8847896524861,146.20523159931207,143.4088457112437,144.34335472673428,144.34335472673428,3210522
2023-05-09,146.12891971855677,147.0357672139579,145.45378204064423,145.49609741390748,145.49609741390748,1643752
2023-05-10,144.2602809451131,146.7653501667466,143.6344031074372,144.95667379477572,144.95667379477572,1853281
2023-05-11,143.98578141312848,145.66833421237976,143.7169156286007,145.19278626582627,145.19278626582627,1950081
2023-05-12,145.87237704388534,146.45245420106187,145.62438653198168,145.7473904426879,145.7473904426879,3511402
2023-05-13,142.13851594513216,146.4026660000847,143.98371446456068,144.44172553784836,144.44172553784836,3707718
2023-05-14,142.8862496382784,145.7536786100294,143.777428673086,143.80803590039974,143.80803590039974,2435257
2023-05-15,142.88184811399861,145.56865632546916,143.3769692034343,143.89284351311204,143.89284351311204,2537288
2023-05-16,143.79005174970902,144.33830646843873,143.59505604996212,143.77730798266032,143.77730798266032,4819003
2023-05-17,146.83389700053576,146.44792073906908,144.68073566826916,145.31602592842336,145.31602592842336,2862797
2023-05-18,144.04297431257305,145.63042757934443,143.6733198340808,144.49701557491548,144.49701557491548,2388896
2023-05-19,145.53060863253566,146.44758343727347,143.21901108941577,144.82499932915061,144.82499932915061,1488078
2023-05-20,143.55645035254443,145.23534432916387,143.82468091568876,144.49071262663705,144.49071262663705,2860962
2023-05-21,145.6059168115549,147.0858679901829,144.79212642546747,145.4402059340048,145.4402059340048,4610749
2023-05-22,145.39965400698688,145.43523550835823,143.82130474324882,145.323595880135,145.323595880135,2714422
2023-05-23,145.00760529662935,146.68406510405836,146.1442549206052,146.20579383551575,146.20579383551575,3324284
2023-05-24,146.1381013217646,147.1568279221169,146.11182753491272,146.7933439745119,146.7933439745119,4544062
2023-05-25,145.2026408203773,147.04185564064463,143.65475981785366,145.40512477999255,145.40512477999255,3844349
2023-05-26,145.25900470873597,145.48654591338936,143.39026425934995,145.28865349192088,145.28865349192088,4319109
2023-05-27,148.06082112373699,148.42625794784868,146.57377851957392,147.28965852493516,147.28965852493516,4238305
2023-05-28,149.80702696923638,151.35725729942158,148.13185667193693,149.68894981159545,149.68894981159545,1222741
2023-05-29,149.26908364806405,151.61971430186068,149.72162475222675,150.68238775116473,150.68238775116473,2368092
2023-05-30,151.9377285808609,153.08406524480955,149.84932058040314,151.56836499319525,151.56836499319525,2865167
2023-05-31,150.64333982849803,152.45038144382923,150.28531739745466,150.92237267556098,150.92237267556098,3740066
2023-06-01,152.4375440375038,152.61804453240066,151.26820550933124,151.96735162557403,151.96735162557403,2822539
2023-06-02,153.40751587827734,154.2101944864266,151.26684357980494,152.8343392934994,152.8343392934994,3391719
2023-06-03,150.74813604306033,152.97199369781143,151.26999131995666,151.79285031448774,151.79285031448774,3051893
2023-06-04,151.72270211446926,151.43963823721737,150.66450297846905,151.29376013958827,151.29376013958827,1459883
2023-06-05,151.89858117794466,152.10795926763885,149.63782726180708,150.47173650227248,150.47173650227248,3421807
2023-06-06,150.5552602531241,154.19023536616595,151.5780711980735,152.688337294137,152.688337294137,3960624
2023-06-07,155.46663277835037,154.30282063800064,152.42779213857912,153.30953375740845,153.30953375740845,1879508
2023-06-08,152.10602328432392,154.05953508730056,152.20792365544338,153.81746108245477,153.81746108245477,2438708
2023-06-09,153.91118166954476,154.50065377936906,154.08585816928814,154.41700739767364,154.41700739767364,1150417
2023-06-10,153.89705026114933,155.13555899740072,152.55371777247257,154.34546542733017,154.34546542733017,4475030
2023-06-11,154.6976915833648,154.90771680142063,153.53229882073268,154.12949425538105,154.12949425538105,4420865
2023-06-12,151.888862450199,153.37013913797884,152.0164495875614,152.60985133608472,152.60985133608472,2319119
2023-06-13,153.78603695407696,155.71866431189412,153.28122339074147,154.1739860879704,154.1739860879704,3414501
2023-06-14,152.95999947614573,156.28835659804557,154.49734083474507,155.65674426734142,155.65674426734142,4185948
2023-06-15,155.40165711417342,157.05087666502735,153.88456793673697,155.38477102340664,155.38477102340664,4560280
2023-06-16,155.11711157381347,154.86375215435942,153.30619336413525,154.6838369969185,154.6838369969185,1498248
2023-06-17,153.43906655646848,154.36920559806333,152.91290965413526,153.11360275411963,153.11360275411963,1949921
2023-06-18,151.91115805925892,153.1318496799787,151.9746676385757,152.11806992837904,152.11806992837904,4934270
2023-06-19,151.29775539937182,153.7768298270415,150.9349664377493,152.1969635184422,152.1969635184422,1219349
2023-06-20,152.81026301291723,153.80185605032204,150.82297599242787,152.26571515438926,152.26571515438926,1960976
2023-06-21,153.42890793670188,154.63020589794155,152.3553570331817,152.95905911102508,152.95905911102508,4597106
2023-06-22,153.9415788901761,154.99233503870047,152.74367769636262,153.25411329890963,153.25411329890963,1989859
2023-06-23,151.330885159736,152.481749898277,150.91375293268186,151.70788571933525,151.70788571933525,1099132
2023-06-24,150.14910126556532,151.54969042199596,148.99781182254725,150.9132107605423,150.9132107605423,3961885
2023-06-25,151.99481351568718,152.1081540947974,149.95141638635153,151.06353325571993,151.06353325571993,3606060
2023-06-26,152.0471605273811,152.46610192652807,150.9769821677151,151.46857424457028,151.46857424457028,3381726
2023-06-27,150.18418650387943,152.63261069326134,148.95682680970805,150.84906966493762,150.84906966493762,3121094
2023-06-28,150.0834424359775,151.5712054187947,149.81031940052966,151.0207954758444,151.0207954758444,4223240
2023-06-29,152.0173532756986,153.47986446624427,151.51779676090365,152.53093843018735,152.53093843018735,3410221
2023-06-30,152.33726268369202,154.80855259049883,151.75393772634916,153.3548279077821,153.3548279077821,4840774
2023-07-01,153.67565317562702,155.7039438201717,153.29635591006007,153.92542868575572,153.92542868575572,1474082
2023-07-02,157.07227373698615,156.1346207314533,153.9725183150048,155.46415981315897,155.46415981315897,2468211
2023-07-03,157.32482643097472,156.68903763672498,155.44786481061513,156.1782606125822,156.1782606125822,1047249
2023-07-04,152.43361711879214,154.17784928025372,152.84228681260825,154.1153120657715,154.1153120657715,3732740
2023-07-05,154.278520137664,154.64427032733977,153.44609337308844,153.7224377824277,153.7224377824277,4183852
2023-07-06,154.59119936254984,155.80964147041377,153.78693762844387,154.1602084638014,154.1602084638014,3164051
2023-07-07,152.62083706495133,153.99882238880483,152.1429504818491,153.13982644257032,153.13982644257032,3956273
2023-07-08,156.80141514282968,155.2160463684256,154.56615407036222,155.16298548153338,155.16298548153338,3783397
2023-07-09,153.48626704518585,154.24673379907355,152.64699640168854,153.3032648757023,153.3032648757023,1490214
2023-07-10,151.924491935449,153.8369426179891,151.74853205304993,152.6741930439846,152.6741930439846,2036870
2023-07-11,151.87897470360548,154.08744338083602,150.80557716529168,152.33936958658654,152.33936958658654,3244912
2023-07-12,152.0880566749806,153.3005824698291,150.9368505926847,152.2136295630723,152.2136295630723,2487424
2023-07-13,152.97707348885103,152.35555756168333,151.64551149854546,151.78885030694568,151.78885030694568,1131706
2023-07-14,150.80429235899015,153.705562193616,150.35368273879035,151.83860433713662,151.83860433713662,1014019
2023-07-15,150.9883005363073,153.28896784784465,150.04253233499423,151.66855490958602,151.66855490958602,3138651
2023-07-16,152.1258315983106,153.8689189750253,152.6876194798052,153.58547079411184,153.58547079411184,1812519
2023-07-17,155.4034961611655,156.56152578632404,154.72692657988594,155.4637128744629,155.4637128744629,1077047
2023-07-18,155.37609571336324,155.9905854612711,154.62601504855078,155.73497126845882,155.73497126845882,1785487
2023-07-19,157.3682405934164,159.16418009659924,156.83913431361466,157.4508460512607,157.4508460512607,1959661
2023-07-20,158.56065231354268,159.86858141337555,157.7871582391367,158.40565248978436,158.40565248978436,1127304
2023-07-21,159.22787300287703,159.57864503982137,157.41635359827785,158.39111915925287,158.39111915925287,2545937
2023-07-22,160.99732256536902,160.50583090849918,159.4326463956057,160.04652998849093,160.04652998849093,1206173
2023-07-23,160.55372289602323,160.1690082607094,157.7492161092599,159.54374089253406,159.54374089253406,4541611
2023-07-24,156.83436431001246,158.84605683613597,157.73323667182694,158.53331122359714,158.53331122359714,4658231
2023-07-25,158.0244998862274,158.42855875405488,156.0408812619914,158.0137605719909,158.0137605719909,4943842
2023-07-26,158.8005421124381,158.63441053699546,156.6403082860299,158.52008629887214,158.52008629887214,2927229
2023-07-27,155.97579685699208,159.86523990051657,156.12163870861764,158.07532602579812,158.07532602579812,3160622
2023-07-28,155.18555775401393,156.53252910563697,155.69424930155864,156.2417386478706,156.2417386478706,4657265
2023-07-29,158.38810057738954,158.48386658810162,155.15886138471078,156.7394091076014,156.7394091076014,2332536
2023-07-30,156.6935585731807,157.27659512659474,155.758908007799,157.18846540407088,157.18846540407088,1774875
2023-07-31,158.25348321211797,158.88169964523354,156.92030945906026,158.29148063133906,158.29148063133906,1480761
2023-08-01,157.1359970477932,156.8623835138833,154.9452691847301,156.78597109086587,156.78597109086587,1222633
2023-08-02,157.20750372804852,157.64886621103932,155.98889973962983,157.21799078468982,157.21799078468982,2381378
2023-08-03,155.75506601941714,157.98332804055465,155.06935471200399,156.7694076573315,156.7694076573315,3065052
2023-08-04,155.86331328485218,156.968848483956,156.03947920397042,156.693332663231,156.693332663231,1164708
2023-08-05,157.76956762725354,157.0390419767607,156.72712392045463,156.88542293629277,156.88542293629277,2052444
2023-08-06,157.51034319211976,156.58763756844667,155.66853733929898,156.5269640154513,156.5269640154513,1310891
2023-08-07,156.34767346293924,158.72792681459177,156.56413155053679,156.85892317354376,156.85892317354376,2030606
2023-08-08,158.409493942516,158.83320537012435,156.55169649809898,158.36750766282523,158.36750766282523,4814868
2023-08-09,160.53169310007564,160.0504387947155,158.44523463577596,159.19037472977553,159.19037472977553,2854191
2023-08-10,160.03408279717002,160.70969936114153,159.96955410303795,160.57495381156855,160.57495381156855,1926463
2023-08-11,160.48309390083276,162.10719486148156,160.09699807223734,160.92212527135567,160.92212527135567,2295880
2023-08-12,157.77912071149228,159.47439624664588,158.572787632332,158.89425555289387,158.89425555289387,3966295
2023-08-13,159.07554442907428,160.50356388103756,158.6768719535597,159.5828418100705,159.5828418100705,4347907
2023-08-14,156.91437009357088,159.7207807808025,157.67144237084588,159.1878452262306,159.1878452262306,2039488
2023-08-15,159.45826258773184,160.67255036032145,158.2318846939023,159.4441136585479,159.4441136585479,1105765
2023-08-16,160.6952018893555,160.37791319546685,158.40056028917462,160.23745681816112,160.23745681816112,2364993
2023-08-17,160.7583371207975,162.68236199484613,160.5448041932767,160.9802292903857,160.9802292903857,3994889
2023-08-18,159.12317590458645,160.94695333839303,157.78924482489882,159.31685125148442,159.31685125148442,1385322
2023-08-19,160.56942851164092,161.34983327175252,159.55903611958865,159.66029955752822,159.66029955752822,3569010
2023-08-20,158.47830773242276,160.95226466116915,158.8607905124795,158.98565928440337,158.98565928440337,2474236
2023-08-21,160.05689736287633,161.35788961347225,159.84401453145577,160.1714434246289,160.1714434246289,2215238
2023-08-22,160.26600774732782,159.2236174562042,158.81650788895988,159.1316580329188,159.1316580329188,4527559
2023-08-23,161.3169884602107,160.62695143954505,157.2321152521415,158.88811753325206,158.88811753325206,4698576
2023-08-24,158.66865614282642,160.28171465213427,158.31217914689117,158.83157139714032,158.83157139714032,3470079
2023-08-25,157.23058669231932,159.0712540659741,156.45927580445976,158.15874337281855,158.15874337281855,1568976
2023-08-26,160.03505631290776,160.93761837322944,159.73424665249283,160.35422218426882,160.35422218426882,4377561
2023-08-27,161.13916294011938,163.13058670901705,160.47704896043507,161.50779681686356,161.50779681686356,2453802
2023-08-28,161.84852525296446,162.93116115143303,160.6724846837058,161.24238928578814,161.24238928578814,1431447
2023-08-29,160.86916361300618,162.43830726217172,159.63344801296995,160.94737003754136,160.94737003754136,3915558
2023-08-30,160.59944271113255,161.80339642646877,160.2200081064118,161.4216722523722,161.4216722523722,4294686
2023-08-31,162.00184771395467,162.1422941231356,159.8465856691868,161.30419339700438,161.30419339700438,3627870
2023-09-01,161.06226438274732,162.61423813596744,160.39533293865662,161.58502157227625,161.58502157227625,2737467
2023-09-02,159.45101799504448,163.35948233662683,160.1030531237101,161.67087776142148,161.67087776142148,4713675
2023-09-03,161.3779675208227,161.34683401915012,159.5464169613164,159.8803188087422,159.8803188087422,4925502
2023-09-04,159.47472837987945,162.06216122939213,160.07519632068903,160.36169878056003,160.36169878056003,3397285
2023-09-05,161.2164582623912,163.40897012375888,160.55555617954948,162.02760200993086,162.02760200993086,1228660
2023-09-06,162.5587535418384,164.6696012966985,161.68201770681242,162.75633976391364,162.75633976391364,4901697
2023-09-07,163.9256815111632,164.28474839375852,162.90993215225305,163.2106130645014,163.2106130645014,1046059
2023-09-08,163.0243322502684,165.6471834704695,163.5397327428488,163.66942908799666,163.66942908799666,2855409
2023-09-09,163.5462908895451,164.54768100603502,164.02663835913154,164.20505677213663,164.20505677213663,1808126
2023-09-10,161.9420535039148,165.0676252224539,162.69500085771116,163.58314590185051,163.58314590185051,3658290
2023-09-11,163.1586603942313,164.23187448585702,162.55634209870038,164.02946450891767,164.02946450891767,1104529
2023-09-12,163.26113346350758,164.44094688227761,162.76531112259124,163.6849411926178,163.6849411926178,2664779
2023-09-13,163.19139752810406,165.41530794044704,162.75314297774796,164.0906697736595,164.0906697736595,1585545
2023-09-14,165.33153474975813,166.6962078637221,163.28084567775974,165.1233554778571,165.1233554778571,3562334
2023-09-15,164.26070363369007,164.70828885614824,163.7676885964355,163.8056582342031,163.8056582342031,3444839
2023-09-16,165.5067219135643,167.6390200249324,165.0464172506021,166.06346063916732,166.06346063916732,1638804
2023-09-17,170.94097019321813,170.42959876035457,167.82290236438612,169.38044769599207,169.38044769599207,2573919
2023-09-18,169.266140838373,170.76462427713196,167.00051472028068,168.86440012268264,168.86440012268264,3894621
2023-09-19,165.46215806943323,166.95773528420634,165.57694005332496,166.94194256852248,166.94194256852248,2457679
2023-09-20,166.7344039415975,167.65645069668145,165.37797612735687,166.1751917226071,166.1751917226071,1743964
2023-09-21,168.8190976723807,168.29229331250863,166.92205306754042,168.24700944076372,168.24700944076372,3369513
2023-09-22,167.9581770721028,168.88539637037965,165.4936998949574,167.133240469621,167.133240469621,1866276
2023-09-23,167.7802028566525,168.36695395101782,167.5371453816767,168.26103163953698,168.26103163953698,4260790
2023-09-24,167.21858507208577,168.19696385642087,166.35706500546206,166.97178552621827,166.97178552621827,2005841
2023-09-25,166.99765377360833,168.78717275192193,165.76744452821916,167.04012334031978,167.04012334031978,4421585
2023-09-26,169.3671124725512,168.63852527878677,167.06283085616187,167.64602712206627,167.64602712206627,3443385
2023-09-27,168.26195340817208,168.1423684801891,165.35987983847042,166.66113940016942,166.66113940016942,4975826
2023-09-28,167.2044429876208,168.35628338917508,165.9085923369506,167.33268259979664,167.33268259979664,1452013
2023-09-29,165.08407368844271,167.5830054623446,165.2919312372618,166.76549408011942,166.76549408011942,1681041
2023-09-30,165.1248224122957,167.73039170814326,165.9940096584243,166.61691675312088,166.61691675312088,4804863
2023-10-01,166.72609920889,167.13885467357798,164.9461177862341,166.92666240777362,166.92666240777362,4232758
